thickness,subunit_segments,tilt,pdb_code,membrane_topology_in,membrane_topology_out,group
39.6,40.0,1.0,3J9T,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,54.0,1.0,7FDA,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,6.0,13.0,4DVE,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,24.0,0.0,7R3V,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,11.0,13.0,4HZU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.6,48.0,0.0,3NSG,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
32.0,7.0,12.0,7VGT,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,54.0,0.0,6C6L,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.4,53.0,2.0,6O7T,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,56.0,2.0,6M0R,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.6,55.0,4.0,7TAO,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,20.0,0.0,8DHM,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,58.0,3.0,6VQ6,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,58.0,4.0,6XBW,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,57.0,1.0,7KHR,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,57.0,3.0,6WM2,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,22.0,0.0,6YKM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,22.0,1.0,6YSL,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,52.0,0.0,2ZT9,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,44.0,4.0,7DYR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,20.0,0.0,8GQY,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,6.0,21.0,3UBB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,0.0,6HD8,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,28.0,0.0,6C70,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,56.0,2.0,7U8P,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,8.0,4IL3,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,22.0,2.0,6YSF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,68.0,13.0,6B2Z,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,2.0,44.0,1A91,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
2.2,0.0,90.0,3KDS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,28.0,6.0,6OQR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
38.4,20.0,0.0,3U2F,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
38.4,20.0,0.0,4F4S,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.3,20.0,0.0,2WPD,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,29.0,10.0,6CP6,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,27.0,1.0,6N2Y,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,36.0,0.0,1IWG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
38.0,20.0,0.0,5FL7,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,29.0,5.0,6J5J,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,28.0,7.0,6TT7,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,8.0,17.0,7QBZ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,6V1X,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,24.0,0.0,7CAL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,24.0,4.0,6XIW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,1RC2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.2,7.0,14.0,7Y64,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,2ABM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.2,48.0,0.0,5O77,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
37.0,22.0,0.0,1YCE,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
37.0,22.0,0.0,2WGM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,0.0,2V50,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,28.0,0.0,2W5J,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,35.0,4.0,6FKF,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,28.0,0.0,6TQJ,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,35.0,3.0,6VON,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.1,48.0,0.0,2J1N,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
26.2,48.0,0.0,2XE1,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.8,48.0,0.0,7JZ3,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
28.0,78.0,0.0,6YNY,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,28.0,0.0,3V3C,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,0.0,6V9Z,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,30.0,0.0,2WIE,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,12.0,3.0,4TQU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,48.0,1.0,5O79,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.0,9.0,11.0,6U0O,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.4,70.0,0.0,7D1T,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.4,70.0,0.0,7EDA,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.8,48.0,0.0,5O9C,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.2,7.0,3.0,7ZK1,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.2,48.0,0.0,5FVN,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.8,45.0,0.0,7S4M,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,45.0,0.0,3CHX,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.9,4.0,27.0,2ZUQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.3,26.0,0.0,2X2V,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,4.0,26.0,2LTQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
39.6,24.0,1.0,3ZO6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,20.0,0.0,5T5N,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.6,60.0,0.0,6F36,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,43.0,0.0,4V8K,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,10.0,22.0,6HEF,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,23.0,6YAA,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,10.0,5.0,7U8G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,18.0,0.0,6Y9B,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.3,59.0,15.0,3RKO,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,11.0,6LFO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,1.0,33.0,7MPA,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,10.0,26.0,7BT2,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,11.0,17.0,6LLE,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,80.0,5.0,5LDW,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.6,60.0,0.0,6RD4,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.7,14.0,5.0,2F1C,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.4,26.0,2.0,7JG5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,27.0,10.0,7NJK,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,29.0,11.0,7P2Y,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,16.0,0.0,7CJ3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,21.0,0.0,6LM1,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,23.0,19.0,8H9S,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,8.0,8.0,7AKX,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,8.0,5.0,7BMH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,21.0,0.0,7E4G,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,10.0,26.0,1SU4,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,21.0,0.0,6GYH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.2,75.0,5.0,7V2C,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,78.0,6.0,5LNK,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.4,77.0,10.0,7ZDJ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.5,5.0,0.0,1ZLL,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,83.0,6.0,4WZ7,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,83.0,8.0,6GCS,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,12.0,7.0,4Z3N,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.8,24.0,1.0,6Z70,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,14.0,3.0,5T77,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,14.0,2.0,6NC6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,14.0,7.0,6CC4,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,14.0,2.0,7WAG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
8.6,0.0,87.0,1LOX,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
26.2,40.0,7.0,6X89,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.8,73.0,9.0,7A23,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.9,106.0,0.0,6Z16,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,36.0,0.0,6VKS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,36.0,0.0,5T0O,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,4.0,5XJJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,14.0,0.0,6NWD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,12.0,7.0,7DQK,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,13.0,6R3Q,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,12.0,3.0,6OEU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,24.0,0.0,6E1H,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,1.0,6RVD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,1.0,6N7G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,12.0,2.0,6RMG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,2.0,6MG8,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,6.0,7V6Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,2.0,6TBU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,5.0,6XE6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,10.0,25.0,1VFP,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,12.0,5.0,7E2G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,12.0,2.0,7RPH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,6.0,6AJF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,12.0,2.0,6OR2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,6.0,7C2M,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,12.0,4.0,7K8A,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,4.0,7NVH,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,10.0,20.0,1IWO,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,0.0,7CZ9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,12.0,3.0,7LO7,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,20.0,1WPG,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,10.0,22.0,1T5S,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,10.0,25.0,1XP5,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,10.0,20.0,2AGV,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,23.0,2BY4,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,23.0,2C88,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.0,10.0,23.0,2O9J,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,10.0,19.0,3BA6,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,22.0,0.0,4R0C,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,6.0,17.0,3TX3,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,6.0,22.0,6D9Z,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,12.0,0.0,2H8A,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,12.0,3.0,6SSS,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.9,12.0,2.0,3DWW,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,12.0,0.0,4AL0,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,12.0,0.0,6VL4,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.3,14.0,3.0,2IWV,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
29.8,12.0,0.0,4YK5,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.7,14.0,5.0,2X9K,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.7,14.0,6.0,2JQY,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.8,13.0,9.0,7OP8,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.3,12.0,0.0,2Q7M,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.2,12.0,0.0,6VGC,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,12.0,0.0,2PNO,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,12.0,0.0,2UUH,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,12.0,0.0,4JCZ,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,6.0,4.0,4QNC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,3.0,17.0,5UHQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,6.0,0.0,4QND,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.4,6.0,5.0,4RNG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,6.0,1.0,5XW6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.7,14.0,6.0,5MWV,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
20.2,14.0,8.0,6OQH,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.6,6.0,0.0,4X5M,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,21.0,2.0,5CTG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.0,16.0,6.0,5OYK,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
26.8,24.0,0.0,4QTN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,12.0,0.0,7VQ3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,12.0,12.0,7Y7V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,11.0,8GNK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,2A65,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,2QEI,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,24.0,0.0,3F3A,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.8,49.0,1.0,6EHB,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
29.6,7.0,5.0,7WZ4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.4,7.0,3.0,7XZ5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,7.0,8.0,7VUG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,6.0,19.0,6FFV,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,2QJU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,3GJD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,3MPN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.0,24.0,0.0,3QS4,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,3USG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,24.0,0.0,5JAE,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,24.0,1.0,6XWM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,24.0,0.0,4MM4,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,1XFH,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.1,24.0,0.0,3KBC,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,0.0,4P19,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.0,24.0,10.0,4X2S,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,4IZM,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,30.0,0.0,6X17,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.0,7.0,11.0,7XV3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,77.0,9.0,7ARB,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,36.0,0.0,7AHK,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.2,83.0,8.0,7ARD,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,18.0,0.0,6WU6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,23.0,2YFY,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.6,11.0,27.0,4H1W,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.8,11.0,30.0,3W5A,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,12.0,27.0,4KYT,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.8,10.0,24.0,4NAB,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,10.0,19.0,2EAR,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,10.0,26.0,3J7T,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,10.0,19.0,4XOU,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,10.0,25.0,5A3Q,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,10.0,26.0,5XA7,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,11.0,9.0,6WXR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
2.1,0.0,89.0,3O8Y,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
4.5,0.0,83.0,4NRE,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
31.4,5.0,9.0,7D6X,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,1BCC,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.5,24.0,1.0,1KB9,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,3.0,7L1U,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
